stat,2012,2013,2014,2015,2016,2017
star_power,1.8485490496457306,1.8931180262371954,1.8234833231219536,1.8563919256602055,2.0127172315874695,1.9537309443773114
assists/score,0.21948285310715945,0.21883138144806508,0.2258438953697667,0.22073919690309549,0.21365425348869968,0.21679238081986307
star_power_sem,0.06515343297712256,0.07536977720766988,0.059878896212999515,0.06778477769713988,0.07247287974068642,0.053691261069141995
assists/score_sem,0.004879382030822409,0.003813104655776333,0.0047587316710139835,0.006668714247239935,0.007587592961694161,0.0076145697345110785
