,season,game_id,team_alias,team_game_score,w/l_ratio
23973,2015,12812,WYO,59.0,W
23974,2015,12813,CCAR,65.0,L
23975,2015,12813,WEBB,69.0,W
23976,2015,12814,CCAR,61.0,L
23977,2015,12814,WEBB,65.0,W
23978,2015,12815,UCI,76.0,W
23979,2015,12815,UCRV,66.0,L
23980,2015,12816,OKST,61.0,W
23981,2015,12816,UMKC,43.0,L
23982,2015,12817,ARPB,49.0,L
23983,2015,12817,TXSO,78.0,W
23984,2015,12818,CAMP,71.0,L
23985,2015,12818,UNCA,81.0,W
23986,2015,12819,MSU,78.0,W
23987,2015,12819,UMES,35.0,L
23988,2015,12820,UCLA,75.0,L
23989,2015,12820,USC,89.0,W
23990,2015,12821,PITT,59.0,L
23991,2015,12821,PUR,72.0,W
23992,2015,12822,FAU,59.0,L
23993,2015,12822,FSU,64.0,W
23994,2015,12823,EKY,80.0,W
23995,2015,12823,FAU,73.0,L
23996,2015,12824,COLO,88.0,W
23997,2015,12824,WSU,81.0,L
23998,2015,12825,JMU,75.0,W
23999,2015,12825,NE,63.0,L
24000,2015,12826,COR,84.0,L
24001,2015,12826,PENN,92.0,W
24002,2015,12827,NCAT,68.0,L
24003,2015,12827,NORF,75.0,W
24004,2015,12828,HOU,76.0,W
24005,2015,12828,ULM,64.0,L
24006,2015,12829,MIA,65.0,W
24007,2015,12829,PITT,63.0,L
24008,2015,12830,CAL,65.0,L
24009,2015,12830,ORE,68.0,W
24010,2015,12831,BYU,97.0,W
24011,2015,12831,UAB,79.0,L
24012,2015,12832,ORST,71.0,W
24013,2015,12832,UCSB,59.0,L
24014,2015,12833,M-OH,64.0,W
24015,2015,12833,UCF,63.0,L
24016,2015,12834,UALR,82.0,L
24017,2015,12834,ULM,86.0,W
24018,2015,12835,AMER,48.0,L
24019,2015,12835,HAMP,61.0,W
24020,2015,12836,MIA,65.0,W
24021,2015,12836,VT,49.0,L
24022,2015,12837,ARIZ,90.0,W
24023,2015,12837,WSU,66.0,L
24024,2015,12838,BEL,82.0,W
24025,2015,12838,UTM,72.0,L
24026,2015,12839,ILL,67.0,L
24027,2015,12839,NEB,78.0,W
24028,2015,12840,NCCU,47.0,L
24029,2015,12840,NORF,66.0,W
24030,2015,12841,ARST,79.0,W
24031,2015,12841,USA,73.0,L
24032,2015,12842,PAC,62.0,L
24033,2015,12842,SMC,78.0,W
24034,2015,12843,CAN,92.0,W
24035,2015,12843,MRST,83.0,L
24036,2015,12844,EWU,93.0,W
24037,2015,12844,SAC,88.0,L
24038,2015,12845,PROV,74.0,L
24039,2015,12845,XAV,85.0,W
24040,2015,12846,FAIR,72.0,L
24041,2015,12846,NW,79.0,W
24042,2015,12847,BUCK,58.0,L
24043,2015,12847,PSU,62.0,W
24044,2015,12848,HAW,68.0,W
24045,2015,12848,UNI,52.0,L
24046,2015,12849,GW,87.0,W
24047,2015,12849,MONM,71.0,L
24048,2015,12850,SFPA,84.0,W
24049,2015,12850,SHU,80.0,L
24050,2015,12851,LIB,55.0,W
24051,2015,12851,LONG,53.0,L
24052,2015,12852,ORST,86.0,W
24053,2015,12852,UCLA,82.0,L
24054,2015,12853,ALCN,71.0,L
24055,2015,12853,JKST,80.0,W
24056,2015,12854,DSU,33.0,L
24057,2015,12854,MICH,80.0,W
24058,2015,12855,DET,108.0,L
24059,2015,12855,GB,115.0,W
24060,2015,12856,DUKE,103.0,W
24061,2015,12856,LBSU,81.0,L
24062,2015,12857,UCRV,55.0,L
24063,2015,12857,UCSB,81.0,W
24064,2015,12858,LIU,84.0,W
24065,2015,12858,ME,79.0,L
24066,2015,12859,GC,85.0,W
24067,2015,12859,UMKC,78.0,L
24068,2015,12860,CAL,80.0,W
24069,2015,12860,WSU,62.0,L
24070,2015,12861,CAMP,74.0,W
24071,2015,12861,CHSO,72.0,L
24072,2015,12862,APP,70.0,L
24073,2015,12862,FUR,79.0,W
24074,2015,12863,FSU,65.0,L
24075,2015,12863,MIA,67.0,W
24076,2015,12864,FSU,69.0,L
24077,2015,12864,VALP,81.0,W
24078,2015,12865,QUIN,57.0,L
24079,2015,12865,RID,60.0,W
24080,2015,12866,PITT,72.0,W
24081,2015,12866,SYR,61.0,L
24082,2015,12867,BRY,56.0,L
24083,2015,12867,WAG,65.0,W
24084,2015,12868,SEMO,66.0,L
24085,2015,12868,TNST,72.0,W
24086,2015,12869,CAL,71.0,L
24087,2015,12869,STAN,77.0,W
24088,2015,12870,HP,67.0,L
24089,2015,12870,LIB,69.0,W
24090,2015,12871,ECU,84.0,W
24091,2015,12871,MEM,83.0,L
24092,2015,12872,ILL,79.0,L
24093,2015,12872,PSU,86.0,W
24094,2015,12873,ORST,73.0,L
24095,2015,12873,UCLA,82.0,W
24096,2015,12874,GT,53.0,L
24097,2015,12874,LOU,56.0,W
24098,2015,12876,COPP,55.0,L
24099,2015,12876,FOR,92.0,W
24100,2015,12877,BRY,75.0,L
24101,2015,12877,DUKE,113.0,W
24102,2015,12878,DRKE,69.0,L
24103,2015,12878,INST,79.0,W
24104,2015,12879,ALST,74.0,L
24105,2015,12879,ELON,91.0,W
24106,2015,12880,AAMU,68.0,L
24107,2015,12880,TXSO,71.0,W
24108,2015,12881,DEP,62.0,L
24109,2015,12881,VILL,83.0,W
24110,2015,12882,OKST,61.0,L
24111,2015,12882,TTU,63.0,W
24112,2015,12883,AC,63.0,L
24113,2015,12883,NEB,73.0,W
24114,2015,12884,INST,73.0,W
24115,2015,12884,L-IL,58.0,L
24116,2015,12885,CONN,69.0,W
24117,2015,12885,HOU,57.0,L
24118,2015,12886,L-MD,68.0,L
24119,2015,12886,MSM,85.0,W
24120,2015,12887,KSU,55.0,L
24121,2015,12887,OKST,58.0,W
24122,2015,12888,FAIR,62.0,L
24123,2015,12888,UNH,77.0,W
24124,2015,12889,LONG,55.0,L
24125,2015,12889,OKST,73.0,W
24126,2015,12890,BRAD,44.0,L
24127,2015,12890,UNI,80.0,W
24128,2015,12892,STAN,79.0,W
24129,2015,12892,UCLA,70.0,L
24130,2015,12893,AMER,50.0,L
24131,2015,12893,LEH,65.0,W
24132,2015,12895,UNH,67.0,L
24133,2015,12895,UVM,73.0,W
24134,2015,12896,GTWN,81.0,W
24135,2015,12896,XAV,72.0,L
24136,2015,12897,SUU,50.0,L
24137,2015,12897,WEB,77.0,W
24138,2015,12898,BAY,100.0,W
24139,2015,12898,SAV,59.0,L
24140,2015,12899,DAV,96.0,W
24141,2015,12899,EWU,86.0,L
24142,2015,12900,ALA,64.0,L
24143,2015,12900,SCAR,78.0,W
24144,2015,12901,ETSU,64.0,L
24145,2015,12901,UNCA,84.0,W
24146,2015,12903,CCSU,39.0,L
24147,2015,12903,YALE,62.0,W
24148,2015,12904,BALL,69.0,L
24149,2015,12904,NIU,80.0,W
24150,2015,12905,LOU,72.0,W
24151,2015,12905,SYR,58.0,L
24152,2015,12908,EIU,70.0,L
24153,2015,12908,PEAY,79.0,W
24154,2015,12909,GW,62.0,W
24155,2015,12909,URI,58.0,L
24156,2015,12910,UCLA,93.0,L
24157,2015,12910,WASH,96.0,W
24158,2015,12911,MSM,70.0,W
24159,2015,12911,RMU,49.0,L
24160,2015,12912,MCNS,56.0,L
24161,2015,12912,NICH,71.0,W
24162,2015,12913,DEN,76.0,W
24163,2015,12913,WIU,69.0,L
24164,2015,12914,BU,64.0,L
24165,2015,12914,HC,80.0,W
24166,2015,12915,COR,67.0,L
24167,2015,12915,PENN,79.0,W
24168,2015,12916,BC,72.0,L
24169,2015,12916,NCST,73.0,W
24170,2015,12917,HAW,80.0,W
24171,2015,12917,UCRV,71.0,L
24172,2015,12918,BRWN,71.0,L
24173,2015,12918,COR,75.0,W
24174,2015,12919,UND,51.0,L
24175,2015,12919,UNI,97.0,W
24176,2015,12920,NIU,63.0,L
24177,2015,12920,UCSB,70.0,W
24178,2015,12921,MONT,80.0,W
24179,2015,12921,MTST,72.0,L
24180,2015,12922,CLMB,88.0,W
24181,2015,12922,LEH,61.0,L
24182,2015,12923,IND,79.0,L
24183,2015,12923,WIS,82.0,W
24184,2015,12925,UALR,58.0,W
24185,2015,12925,ULM,57.0,L
24186,2015,12926,NEB,92.0,W
24187,2015,12926,SELA,65.0,L
24188,2015,12928,SYR,66.0,L
24189,2015,12928,UNC,83.0,W
24190,2015,12929,BC,71.0,L
24191,2015,12929,GT,76.0,W
24192,2015,12930,BALL,75.0,W
24193,2015,12930,CMU,63.0,L
24194,2015,12931,ILL,72.0,W
24195,2015,12931,UAB,58.0,L
24196,2015,12933,CSF,77.0,W
24197,2015,12933,PAC,76.0,L
24198,2015,12934,RICE,76.0,W
24199,2015,12934,USM,74.0,L
24200,2015,12935,FLA,77.0,W
24201,2015,12935,UGA,63.0,L
24202,2015,12936,SFA,66.0,L
24203,2015,12936,UAB,76.0,W
24204,2015,12937,CAL,62.0,L
24205,2015,12937,COLO,70.0,W
24206,2015,12938,SCUS,54.0,L
24207,2015,12938,UAB,96.0,W
24208,2015,12939,CARK,62.0,L
24209,2015,12939,MASS,89.0,W
24210,2015,12940,TNST,85.0,W
24211,2015,12940,TNTC,55.0,L
24212,2015,12941,CSF,79.0,L
24213,2015,12941,HAW,86.0,W
24214,2015,12942,CSF,68.0,L
24215,2015,12942,UCSB,81.0,W
24216,2015,12943,ILST,72.0,W
24217,2015,12943,UIC,60.0,L
24218,2015,12944,ELON,77.0,L
24219,2015,12944,TOWS,81.0,W
24220,2015,12945,NKU,74.0,L
24221,2015,12945,OAK,85.0,W
24222,2015,12946,CSU,95.0,W
24223,2015,12946,OAK,89.0,L
24224,2015,12947,MISS,85.0,W
24225,2015,12947,VAN,78.0,L
24226,2015,12948,CSU,62.0,L
24227,2015,12948,SDSU,69.0,W
24228,2015,12949,SBON,66.0,L
24229,2015,12949,SYR,79.0,W
24230,2015,12951,AC,57.0,L
24231,2015,12951,PORT,87.0,W
24232,2015,12952,BUT,90.0,W
24233,2015,12952,GTWN,87.0,L
24234,2015,12953,NJIT,80.0,L
24235,2015,12953,UNF,94.0,W
24236,2015,12954,KSU,63.0,L
24237,2015,12954,KU,72.0,W
24238,2015,12955,PEPP,66.0,L
24239,2015,12955,SMC,81.0,W
24240,2015,12956,LMU,48.0,L
24241,2015,12956,SMC,73.0,W
24242,2015,12957,KENN,101.0,W
24243,2015,12957,UNF,91.0,L
24244,2015,12958,AC,62.0,L
24245,2015,12958,NICH,63.0,W
24246,2015,12959,ARIZ,84.0,L
24247,2015,12959,UCLA,87.0,W
24248,2015,12960,ARPB,63.0,W
24249,2015,12960,GRAM,59.0,L
24250,2015,12961,IUPU,78.0,W
24251,2015,12961,M-OH,64.0,L
24252,2015,12962,FLA,71.0,L
24253,2015,12962,FSU,73.0,W
24254,2015,12963,ALCN,66.0,W
24255,2015,12963,GRAM,63.0,L
24256,2015,12964,HBU,91.0,L
24257,2015,12964,IW,97.0,W
24258,2015,12965,FSU,85.0,L
24259,2015,12965,VT,96.0,W
24260,2015,12966,TLSA,75.0,W
24261,2015,12966,UCF,60.0,L
24262,2015,12967,CSU,85.0,W
24263,2015,12967,SJSU,84.0,L
24264,2015,12968,ETSU,103.0,W
24265,2015,12968,GB,90.0,L
24266,2015,12972,CHAT,62.0,W
24267,2015,12972,FUR,54.0,L
24268,2015,12973,CHS,93.0,L
24269,2015,12973,OAK,101.0,W
24270,2015,12974,IOWA,89.0,W
24271,2015,12974,MARQ,61.0,L
24272,2015,12975,DUQ,71.0,L
24273,2015,12975,VCU,93.0,W
24274,2015,12976,TEM,79.0,W
24275,2015,12976,USF,62.0,L
24276,2015,12977,CAN,67.0,L
24277,2015,12977,SIE,90.0,W
24278,2015,12978,AKR,63.0,L
24279,2015,12978,OSU,72.0,W
24280,2015,12979,MASSL,73.0,L
24281,2015,12979,STON,91.0,W
24282,2015,12980,CAN,86.0,L
24283,2015,12980,MAN,94.0,W
24284,2015,12981,INST,74.0,W
24285,2015,12981,UNI,60.0,L
24286,2015,12982,BC,61.0,L
24287,2015,12982,PITT,84.0,W
24288,2015,12983,AAMU,58.0,L
24289,2015,12983,ALCN,63.0,W
24290,2015,12984,FRES,95.0,W
24291,2015,12984,UNLV,82.0,L
24292,2015,12985,IND,70.0,W
24293,2015,12985,MINN,63.0,L
24294,2015,12986,HP,74.0,L
24295,2015,12986,WEBB,79.0,W
24296,2015,12987,CHAT,76.0,W
24297,2015,12987,ETSU,68.0,L
24298,2015,12988,MILW,87.0,W
24299,2015,12988,YSU,51.0,L
24300,2015,12989,CIN,65.0,W
24301,2015,12989,NEB,61.0,L
24302,2015,12990,FSU,90.0,W
24303,2015,12990,MSST,66.0,L
24304,2015,12991,BC,62.0,L
24305,2015,12991,UNC,89.0,W
24306,2015,12993,CLEV,57.0,L
24307,2015,12993,OAK,67.0,W
24308,2015,12994,PRST,79.0,W
24309,2015,12994,UTRGV,61.0,L
24310,2015,12995,CAMP,69.0,L
24311,2015,12995,WEBB,79.0,W
24312,2015,12996,GMU,75.0,W
24313,2015,12996,LONG,70.0,L
24314,2015,12997,ETSU,80.0,W
24315,2015,12997,FUR,75.0,L
24316,2015,12999,PEAY,74.0,W
24317,2015,12999,SAM,73.0,L
24318,2015,13000,LOU,78.0,W
24319,2015,13000,WKU,56.0,L
24320,2015,13001,DSU,67.0,W
24321,2015,13001,NORF,64.0,L
24322,2015,13002,HALL,80.0,W
24323,2015,13002,WICH,76.0,L
24324,2015,13003,MORE,75.0,W
24325,2015,13003,MURR,66.0,L
24326,2015,13004,FIU,70.0,L
24327,2015,13004,RICE,86.0,W
24328,2015,13005,FAU,67.0,L
24329,2015,13005,UAB,104.0,W
24330,2015,13006,HOW,66.0,L
24331,2015,13006,NORF,84.0,W
24332,2015,13007,COR,46.0,L
24333,2015,13007,SYR,67.0,W
24334,2015,13008,BRWN,73.0,L
24335,2015,13008,PROV,94.0,W
24336,2015,13009,PRIN,75.0,W
24337,2015,13009,YALE,63.0,L
24338,2015,13010,CLMB,78.0,W
24339,2015,13010,RMU,71.0,L
24340,2015,13011,GRAM,52.0,L
24341,2015,13011,VT,87.0,W
24342,2015,13012,MCNS,87.0,W
24343,2015,13012,UNO,76.0,L
24344,2015,13013,NEB,82.0,W
24345,2015,13013,TENN,71.0,L
24346,2015,13014,HAW,76.0,W
24347,2015,13014,NEV,75.0,L
24348,2015,13015,LT,87.0,W
24349,2015,13015,UTSA,74.0,L
24350,2015,13016,SCU,61.0,L
24351,2015,13016,SF,74.0,W
24352,2015,13017,ODU,71.0,L
24353,2015,13017,UAB,72.0,W
24354,2015,13018,IOWA,82.0,W
24355,2015,13018,MICH,71.0,L
24356,2015,13019,CLMB,80.0,W
24357,2015,13019,NJIT,65.0,L
24358,2015,13020,STAN,45.0,L
24359,2015,13020,VILL,59.0,W
24360,2015,13021,FDU,69.0,W
24361,2015,13021,TOWS,68.0,L
24362,2015,13023,HART,80.0,W
24363,2015,13023,SHU,71.0,L
24364,2015,13024,DUKE,68.0,L
24365,2015,13024,ORE,82.0,W
24366,2015,13026,DAV,99.0,W
24367,2015,13026,JOES,93.0,L
24368,2015,13028,HBU,77.0,W
24369,2015,13028,RICE,73.0,L
24370,2015,13029,IDST,76.0,L
24371,2015,13029,UND,84.0,W
24372,2015,13030,MIZZ,66.0,L
24373,2015,13030,XAV,78.0,W
24374,2015,13031,PRE,61.0,L
24375,2015,13031,VMI,76.0,W
24376,2015,13032,EMU,70.0,W
24377,2015,13032,UVM,50.0,L
24378,2015,13033,NDSU,65.0,L
24379,2015,13033,ORU,66.0,W
24380,2015,13034,JOES,73.0,L
24381,2015,13034,SBON,83.0,W
24382,2015,13035,MTU,78.0,W
24383,2015,13035,TOL,70.0,L
24384,2015,13036,AC,69.0,L
24385,2015,13036,AMCC,74.0,W
24386,2015,13037,DUQ,95.0,W
24387,2015,13037,UNO,75.0,L
24388,2015,13038,BRWN,81.0,W
24389,2015,13038,COOK,73.0,L
24390,2015,13039,BALL,88.0,W
24391,2015,13039,EMU,87.0,L
24392,2015,13040,MILW,93.0,W
24393,2015,13040,OAK,85.0,L
24394,2015,13041,FOR,70.0,W
24395,2015,13041,ME,53.0,L
24396,2015,13042,CHAR,74.0,L
24397,2015,13042,DAV,109.0,W
24398,2015,13043,INST,70.0,L
24399,2015,13043,IUPU,72.0,W
24400,2015,13044,PEPP,90.0,W
24401,2015,13044,SF,86.0,L
24402,2015,13045,IND,59.0,W
24403,2015,13045,WIS,58.0,L
24404,2015,13046,HALL,79.0,W
24405,2015,13046,MARQ,62.0,L
24406,2015,13047,CLEM,74.0,L
24407,2015,13047,NCST,77.0,W
24408,2015,13048,LMU,64.0,W
24409,2015,13048,USD,61.0,L
24410,2015,13050,CLMB,77.0,W
24411,2015,13050,DART,54.0,L
24412,2015,13051,COLG,71.0,W
24413,2015,13051,UMBC,63.0,L
24414,2015,13052,CCAR,61.0,L
24415,2015,13052,LIB,62.0,W
24416,2015,13053,KU,70.0,W
24417,2015,13053,VAN,63.0,L
24418,2015,13054,ARIZ,94.0,W
24419,2015,13054,ASU,82.0,L
24420,2015,13055,ORU,66.0,L
24421,2015,13055,SCAR,84.0,W
24422,2015,13056,ORE,77.0,W
24423,2015,13056,SAV,59.0,L
24424,2015,13057,MONT,85.0,W
24425,2015,13057,NAU,67.0,L
24426,2015,13059,MD,72.0,W
24427,2015,13059,NW,59.0,L
24428,2015,13060,BAY,74.0,L
24429,2015,13060,KU,102.0,W
24430,2015,13061,MVSU,64.0,L
24431,2015,13061,RMU,67.0,W
24432,2015,13062,UTAH,88.0,W
24433,2015,13062,WSU,47.0,L
24434,2015,13063,ALST,73.0,W
24435,2015,13063,PV,68.0,L
24436,2015,13064,OSU,79.0,W
24437,2015,13064,RUTG,69.0,L
24438,2015,13065,CCSU,49.0,L
24439,2015,13065,SFNY,60.0,W
24440,2015,13066,BUT,81.0,W
24441,2015,13066,HALL,75.0,L
24442,2015,13067,DREX,66.0,L
24443,2015,13067,UNCA,85.0,W
24444,2015,13068,NMSU,73.0,W
24445,2015,13068,UTEP,59.0,L
24446,2015,13069,GC,63.0,L
24447,2015,13069,LOU,111.0,W
24448,2015,13070,USC,81.0,W
24449,2015,13070,WSU,71.0,L
24450,2015,13071,SBON,70.0,L
24451,2015,13071,SIE,73.0,W
24452,2015,13073,OHIO,68.0,L
24453,2015,13073,SBON,81.0,W
24454,2015,13074,MIZZ,59.0,L
24455,2015,13074,UGA,77.0,W
24456,2015,13075,LOU,98.0,W
24457,2015,13075,UVU,68.0,L
24458,2015,13076,ALA,82.0,W
24459,2015,13076,MSST,80.0,L
24460,2015,13077,MONM,83.0,W
24461,2015,13077,MRST,72.0,L
24462,2015,13078,MRSH,97.0,W
24463,2015,13078,UNT,78.0,L
24464,2015,13079,MONT,90.0,W
24465,2015,13079,NAU,84.0,L
24466,2015,13080,MURR,70.0,W
24467,2015,13080,SIUE,64.0,L
24468,2015,13081,HAMP,70.0,L
24469,2015,13081,UMES,73.0,W
24470,2015,13082,ARK,66.0,L
24471,2015,13082,UK,80.0,W
24472,2015,13083,BC,64.0,W
24473,2015,13083,FOR,55.0,L
24474,2015,13084,MASSL,57.0,L
24475,2015,13084,NW,79.0,W
24476,2015,13085,IDHO,65.0,L
24477,2015,13085,SAC,68.0,W
24478,2015,13086,FAIR,57.0,L
24479,2015,13086,YALE,70.0,W
24480,2015,13087,DEP,64.0,L
24481,2015,13087,XAV,84.0,W
24482,2015,13089,EVAN,80.0,W
24483,2015,13089,SEMO,65.0,L
24484,2015,13090,SHU,61.0,L
24485,2015,13090,TOWS,83.0,W
24486,2015,13091,UNCW,97.0,W
24487,2015,13091,WM,94.0,L
24488,2015,13092,AKR,61.0,L
24489,2015,13092,BUFF,64.0,W
24490,2015,13093,FAIR,67.0,L
24491,2015,13093,MONM,91.0,W
24492,2015,13094,LOU,73.0,L
24493,2015,13094,UK,75.0,W
24494,2015,13095,CIN,76.0,W
24495,2015,13095,MEM,72.0,L
24496,2015,13096,UMKC,79.0,L
24497,2015,13096,UVU,90.0,W
24498,2015,13097,GONZ,82.0,W
24499,2015,13097,USD,60.0,L
24500,2015,13098,EWU,112.0,W
24501,2015,13098,PRST,83.0,L
24502,2015,13099,DAV,69.0,L
24503,2015,13099,GW,79.0,W
24504,2015,13100,IDST,90.0,W
24505,2015,13100,UNCO,57.0,L
24506,2015,13101,OKLA,74.0,W
24507,2015,13101,OKST,72.0,L
24508,2015,13102,EVAN,74.0,W
24509,2015,13102,L-IL,73.0,L
24510,2015,13103,AFA,64.0,W
24511,2015,13103,RMU,52.0,L
24512,2015,13105,CP,70.0,L
24513,2015,13105,LBSU,73.0,W
24514,2015,13106,MORE,84.0,W
24515,2015,13106,SIE,80.0,L
24516,2015,13107,CIN,68.0,L
24517,2015,13107,TLSA,70.0,W
24518,2015,13108,MONM,56.0,W
24519,2015,13108,NIAG,42.0,L
24520,2015,13109,GRAM,66.0,W
24521,2015,13109,PV,57.0,L
24522,2015,13110,DAV,93.0,W
24523,2015,13110,DUQ,82.0,L
24524,2015,13111,DSU,54.0,L
24525,2015,13111,PENN,60.0,W
24526,2015,13112,DET,74.0,L
24527,2015,13112,WKU,79.0,W
24528,2015,13113,SEA,57.0,L
24529,2015,13113,UTRGV,67.0,W
24530,2015,13114,BAY,94.0,W
24531,2015,13114,ISU,89.0,L
24532,2015,13115,ND,87.0,W
24533,2015,13115,YSU,78.0,L
24534,2015,13116,BYU,91.0,W
24535,2015,13116,USD,33.0,L
24536,2015,13117,CARK,112.0,W
24537,2015,13117,UNO,77.0,L
24538,2015,13118,MIZZ,62.0,L
24539,2015,13118,NW,67.0,W
24540,2015,13119,BUFF,77.0,W
24541,2015,13119,UVM,71.0,L
24542,2015,13120,MRST,100.0,L
24543,2015,13120,RID,102.0,W
24544,2015,13121,VAN,86.0,W
24545,2015,13121,WAKE,64.0,L
24546,2015,13122,CREI,82.0,W
24547,2015,13122,HALL,67.0,L
24548,2015,13124,NORF,85.0,W
24549,2015,13124,UTEP,76.0,L
24550,2015,13125,TOL,100.0,W
24551,2015,13125,YSU,78.0,L
24552,2015,13126,FDU,86.0,W
24553,2015,13126,SFNY,77.0,L
24554,2015,13127,GW,73.0,W
24555,2015,13127,USF,67.0,L
24556,2015,13128,BGSU,62.0,W
24557,2015,13128,CLEV,47.0,L
24558,2015,13129,DEP,44.0,L
24559,2015,13129,UALR,66.0,W
24560,2015,13130,EIU,84.0,L
24561,2015,13130,UTM,87.0,W
24562,2015,13131,HAW,60.0,L
24563,2015,13131,MD,73.0,W
24564,2015,13132,UVA,70.0,W
24565,2015,13132,WVU,54.0,L
24566,2015,13133,AUB,75.0,W
24567,2015,13133,UK,70.0,L
24568,2015,13134,AC,75.0,L
24569,2015,13134,UNH,86.0,W
24570,2015,13135,BC,54.0,L
24571,2015,13135,ND,82.0,W
24572,2015,13136,UNCG,71.0,L
24573,2015,13136,WAKE,81.0,W
24574,2015,13137,DAV,65.0,W
24575,2015,13137,URI,54.0,L
24576,2015,13138,LAF,92.0,W
24577,2015,13138,PENN,86.0,L
24578,2015,13139,KENT,69.0,L
24579,2015,13139,PSU,75.0,W
24580,2015,13140,DUKE,80.0,W
24581,2015,13140,FSU,65.0,L
24582,2015,13141,IDHO,82.0,W
24583,2015,13141,IDST,68.0,L
24584,2015,13142,LOU,65.0,L
24585,2015,13142,MIA,73.0,W
24586,2015,13143,ARIZ,88.0,W
24587,2015,13143,MIZZ,52.0,L
24588,2015,13144,LOU,77.0,W
24589,2015,13144,NCST,72.0,L
24590,2015,13145,FLA,70.0,L
24591,2015,13145,PUR,85.0,W
24592,2015,13146,GAST,53.0,L
24593,2015,13146,TROY,54.0,W
24594,2015,13147,MTST,89.0,W
24595,2015,13147,UND,82.0,L
24596,2015,13148,EWU,52.0,L
24597,2015,13148,SEA,58.0,W
24598,2015,13149,MORE,66.0,W
24599,2015,13149,TNST,61.0,L
24600,2015,13150,AC,60.0,L
24601,2015,13150,SELA,81.0,W
24602,2015,13151,CHAR,77.0,W
24603,2015,13151,FUR,68.0,L
24604,2015,13152,MONM,79.0,W
24605,2015,13152,RID,58.0,L
24606,2015,13153,FAIR,69.0,W
24607,2015,13153,RID,64.0,L
24608,2015,13154,ALBY,63.0,L
24609,2015,13154,STON,69.0,W
24610,2015,13155,TTU,65.0,W
24611,2015,13155,UALR,53.0,L
24612,2015,13156,UCD,66.0,L
24613,2015,13156,UCSB,72.0,W
24614,2015,13157,AC,62.0,L
24615,2015,13157,SFA,97.0,W
24616,2015,13158,DSU,59.0,L
24617,2015,13158,FRES,80.0,W
24618,2015,13159,BALL,78.0,W
24619,2015,13159,LONG,67.0,L
24620,2015,13160,FAIR,94.0,W
24621,2015,13160,L-MD,88.0,L
24622,2015,13161,HAW,76.0,W
24623,2015,13161,UCSB,64.0,L
24624,2015,13162,HALL,83.0,W
24625,2015,13162,MARQ,63.0,L
24626,2015,13163,MORE,82.0,L
24627,2015,13163,NEV,85.0,W
24628,2015,13164,SEMO,50.0,L
24629,2015,13164,SIU,74.0,W
24630,2015,13165,APP,61.0,L
24631,2015,13165,HAMP,82.0,W
24632,2015,13166,LEH,65.0,W
24633,2015,13166,NAVY,63.0,L
24634,2015,13167,SIE,68.0,L
24635,2015,13167,SPC,72.0,W
24636,2015,13168,GC,78.0,W
24637,2015,13168,UMKC,66.0,L
24638,2015,13169,SCU,86.0,L
24639,2015,13169,SF,89.0,W
24640,2015,13170,COFC,65.0,W
24641,2015,13170,JMU,62.0,L
24642,2015,13171,BALL,81.0,L
24643,2015,13171,EKY,89.0,W
24644,2015,13173,DEN,64.0,L
24645,2015,13173,IPFW,65.0,W
24646,2015,13174,STET,62.0,L
24647,2015,13174,WVU,103.0,W
24648,2015,13175,HOF,68.0,L
24649,2015,13175,SIE,81.0,W
24650,2015,13177,MORG,89.0,W
24651,2015,13177,NORF,72.0,L
24652,2015,13178,KU,82.0,W
24653,2015,13178,ORST,67.0,L
24654,2015,13179,CCAR,67.0,L
24655,2015,13179,HP,68.0,W
24656,2015,13180,CIN,55.0,L
24657,2015,13180,XAV,65.0,W
24658,2015,13181,RICE,54.0,L
24659,2015,13181,SF,80.0,W
24660,2015,13182,ALST,73.0,W
24661,2015,13182,MVSU,62.0,L
24662,2015,13183,CHSO,69.0,L
24663,2015,13183,LONG,75.0,W
24664,2015,13186,MRST,71.0,W
24665,2015,13186,RID,58.0,L
24666,2015,13187,LT,77.0,W
24667,2015,13187,PV,58.0,L
24668,2015,13188,SEMO,74.0,L
24669,2015,13188,UTRGV,83.0,W
24670,2015,13189,CLEV,70.0,L
24671,2015,13189,UIC,72.0,W
24672,2015,13190,GB,99.0,W
24673,2015,13190,VALP,92.0,L
24674,2015,13191,AMCC,65.0,W
24675,2015,13191,UNO,57.0,L
24676,2015,13192,NEV,65.0,W
24677,2015,13192,UNLV,63.0,L
24678,2015,13193,LIB,69.0,W
24679,2015,13193,WEBB,55.0,L
24680,2015,13194,DREX,60.0,L
24681,2015,13194,NE,70.0,W
24682,2015,13195,COFC,59.0,L
24683,2015,13195,DEL,62.0,W
24684,2015,13196,TROY,61.0,W
24685,2015,13196,USA,54.0,L
24686,2015,13197,NEOM,76.0,L
24687,2015,13197,SDST,87.0,W
24688,2015,13198,EIU,64.0,L
24689,2015,13198,SIUE,72.0,W
24690,2015,13199,CSB,78.0,W
24691,2015,13199,UVU,74.0,L
24692,2015,13201,BGSU,72.0,W
24693,2015,13201,UMBC,64.0,L
24694,2015,13202,ARST,75.0,L
24695,2015,13202,UTA,79.0,W
24696,2015,13203,GASO,82.0,W
24697,2015,13203,UTA,73.0,L
24698,2015,13204,AMCC,61.0,W
24699,2015,13204,PEAY,48.0,L
24700,2015,13205,ARIZ,73.0,L
24701,2015,13205,CAL,74.0,W
24702,2015,13206,AC,72.0,W
