,season,game_id,team_alias,team_game_score,w/l_ratio
6823,2014,3551,KENT,51.0,L
6824,2014,3552,CONN,62.0,W
6825,2014,3552,TULN,53.0,L
6826,2014,3553,ALBY,59.0,L
6827,2014,3553,SFPA,69.0,W
6828,2014,3554,LMU,63.0,L
6829,2014,3554,PAC,77.0,W
6830,2014,3556,CAN,69.0,L
6831,2014,3556,MAN,78.0,W
6832,2014,3557,UND,53.0,L
6833,2014,3557,UTAH,90.0,W
6834,2014,3559,NICH,67.0,W
6835,2014,3559,UNO,55.0,L
6836,2014,3560,CP,48.0,L
6837,2014,3560,CSN,55.0,W
6838,2014,3561,ALBY,64.0,W
6839,2014,3561,STON,47.0,L
6840,2014,3562,ARIZ,71.0,W
6841,2014,3562,UCI,54.0,L
6842,2014,3563,LBSU,67.0,L
6843,2014,3563,SYR,85.0,W
6844,2014,3565,MSM,55.0,L
6845,2014,3565,SHU,62.0,W
6846,2014,3566,MICH,70.0,L
6847,2014,3566,NJIT,72.0,W
6848,2014,3567,UMKC,66.0,W
6849,2014,3567,UVU,59.0,L
6850,2014,3568,ALA,80.0,W
6851,2014,3568,WCU,74.0,L
6852,2014,3569,BSU,75.0,W
6853,2014,3569,HOU,73.0,L
6854,2014,3570,FUR,52.0,L
6855,2014,3570,LIB,66.0,W
6856,2014,3571,FLA,61.0,L
6857,2014,3571,UGA,73.0,W
6858,2014,3572,DEP,64.0,L
6859,2014,3572,VILL,81.0,W
6860,2014,3573,BRWN,59.0,L
6861,2014,3573,CLMB,76.0,W
6862,2014,3574,CCAR,61.0,W
6863,2014,3574,ULM,48.0,L
6864,2014,3575,EKY,49.0,L
6865,2014,3575,UK,82.0,W
6866,2014,3576,FLA,61.0,L
6867,2014,3576,MISS,62.0,W
6868,2014,3577,SJSU,58.0,L
6869,2014,3577,UNLV,71.0,W
6870,2014,3578,SHSU,78.0,W
6871,2014,3578,UTRGV,59.0,L
6872,2014,3579,MTST,64.0,L
6873,2014,3579,NAU,71.0,W
6874,2014,3580,ORST,43.0,L
6875,2014,3580,WASH,56.0,W
6876,2014,3581,ALBY,56.0,L
6877,2014,3581,STON,59.0,W
6878,2014,3583,CCSU,59.0,L
6879,2014,3583,ECU,74.0,W
6880,2014,3584,GT,59.0,L
6881,2014,3584,ND,62.0,W
6882,2014,3585,TNST,52.0,L
6883,2014,3585,UTM,69.0,W
6884,2014,3586,GONZ,72.0,W
6885,2014,3586,SMU,56.0,L
6886,2014,3587,NEB,65.0,W
6887,2014,3587,RUTG,49.0,L
6888,2014,3588,ALA,52.0,L
6889,2014,3588,WICH,53.0,W
6890,2014,3589,OAK,76.0,L
6891,2014,3589,VALP,82.0,W
6892,2014,3590,AAMU,65.0,L
6893,2014,3590,TXSO,68.0,W
6894,2014,3591,NORF,70.0,W
6895,2014,3591,SAV,54.0,L
6896,2014,3592,M-OH,60.0,W
6897,2014,3592,NIU,55.0,L
6898,2014,3593,SF,69.0,L
6899,2014,3593,USD,77.0,W
6900,2014,3594,NMSU,80.0,W
6901,2014,3594,SEA,61.0,L
6902,2014,3595,GAST,66.0,W
6903,2014,3595,IUPU,63.0,L
6904,2014,3596,MISS,71.0,W
6905,2014,3596,MSST,65.0,L
6906,2014,3597,IPFW,87.0,W
6907,2014,3597,STET,76.0,L
6908,2014,3598,LSU,69.0,W
6909,2014,3598,TTU,64.0,L
6910,2014,3599,VILL,78.0,W
6911,2014,3599,XAV,66.0,L
6912,2014,3600,CONN,54.0,L
6913,2014,3600,SMU,62.0,W
6914,2014,3601,TXST,59.0,L
6915,2014,3601,ULM,62.0,W
6916,2014,3602,MURR,91.0,W
6917,2014,3602,TNST,72.0,L
6918,2014,3603,NORF,53.0,L
6919,2014,3603,VAN,63.0,W
6920,2014,3604,EWU,95.0,W
6921,2014,3604,UNCO,85.0,L
6922,2014,3605,UNLV,76.0,W
6923,2014,3605,UNM,68.0,L
6924,2014,3606,IPFW,67.0,L
6925,2014,3606,WIU,73.0,W
6926,2014,3607,GONZ,60.0,W
6927,2014,3607,USD,48.0,L
6928,2014,3608,ISU,75.0,W
6929,2014,3608,TTU,38.0,L
6930,2014,3609,UVA,61.0,W
6931,2014,3609,WAKE,60.0,L
6932,2014,3610,TENN,48.0,L
6933,2014,3610,UK,66.0,W
6934,2014,3611,STAN,70.0,W
6935,2014,3611,USC,62.0,L
6936,2014,3612,DSU,59.0,W
6937,2014,3612,SAV,50.0,L
6938,2014,3613,COR,59.0,L
6939,2014,3613,DREX,61.0,W
6940,2014,3614,LT,72.0,W
6941,2014,3614,USM,61.0,L
6942,2014,3615,CLEM,71.0,W
6943,2014,3615,PITT,62.0,L
6944,2014,3616,ARMY,92.0,W
6945,2014,3616,VMI,86.0,L
6946,2014,3618,ALA,91.0,L
6947,2014,3618,ARK,93.0,W
6948,2014,3619,PUR,92.0,W
6949,2014,3619,RUTG,85.0,L
6950,2014,3621,HART,61.0,L
6951,2014,3621,ME,70.0,W
6952,2014,3622,CLEM,56.0,L
6953,2014,3622,DUKE,78.0,W
6954,2014,3623,GMU,53.0,L
6955,2014,3623,GW,63.0,W
6956,2014,3624,BRY,67.0,W
6957,2014,3624,LIU,63.0,L
6958,2014,3625,DSU,70.0,L
6959,2014,3625,ORE,83.0,W
6960,2014,3626,ALST,65.0,L
6961,2014,3626,TXSO,80.0,W
6962,2014,3627,RUTG,60.0,W
6963,2014,3627,UNH,56.0,L
6964,2014,3628,SFNY,71.0,W
6965,2014,3628,SHU,62.0,L
6966,2014,3629,RMU,81.0,L
6967,2014,3629,YSU,89.0,W
6968,2014,3630,SAM,78.0,W
6969,2014,3630,WCU,72.0,L
6970,2014,3632,L-IL,39.0,L
6971,2014,3632,UNI,58.0,W
6972,2014,3633,UTSA,71.0,L
6973,2014,3633,WSU,91.0,W
6974,2014,3634,APP,46.0,L
6975,2014,3634,GASO,83.0,W
6976,2014,3635,LOU,70.0,L
6977,2014,3635,MSU,76.0,W
6978,2014,3637,BRAD,61.0,L
6979,2014,3637,RMU,68.0,W
6980,2014,3638,BUCK,79.0,W
6981,2014,3638,LAF,69.0,L
6982,2014,3639,FRES,64.0,L
6983,2014,3639,MRST,68.0,W
6984,2014,3640,ILL,60.0,L
6985,2014,3640,IOWA,68.0,W
6986,2014,3641,CSN,58.0,L
6987,2014,3641,LBSU,69.0,W
6988,2014,3642,MISS,59.0,W
6989,2014,3642,TENN,57.0,L
6990,2014,3643,L-MD,62.0,W
6991,2014,3643,LAF,43.0,L
6992,2014,3644,UNM,52.0,W
6993,2014,3644,WYO,49.0,L
6994,2014,3645,BGSU,70.0,W
6995,2014,3645,WRST,55.0,L
6996,2014,3646,KU,76.0,W
6997,2014,3646,WVU,69.0,L
6998,2014,3647,UCLA,96.0,W
6999,2014,3647,USC,70.0,L
7000,2014,3649,ETSU,98.0,W
7001,2014,3649,VMI,88.0,L
7002,2014,3650,RICE,76.0,W
7003,2014,3650,UTSA,74.0,L
7004,2014,3651,BC,49.0,L
7005,2014,3651,CLEM,64.0,W
7006,2014,3652,AC,27.0,L
7007,2014,3652,AMCC,58.0,W
7008,2014,3653,ECU,73.0,W
7009,2014,3653,USF,60.0,L
7010,2014,3654,DAV,72.0,L
7011,2014,3654,UVA,83.0,W
7012,2014,3655,FGCU,62.0,L
7013,2014,3655,SCUS,63.0,W
7014,2014,3657,GAST,83.0,W
7015,2014,3657,OAK,78.0,L
7016,2014,3658,STAN,71.0,W
7017,2014,3658,WASH,69.0,L
7018,2014,3659,ARPB,51.0,L
7019,2014,3659,TTU,72.0,W
7020,2014,3661,PORT,64.0,L
7021,2014,3661,SMC,74.0,W
7022,2014,3662,BUCK,72.0,W
7023,2014,3662,FAIR,66.0,L
7024,2014,3663,EIU,51.0,L
7025,2014,3663,UTM,81.0,W
7026,2014,3664,DUKE,66.0,W
7027,2014,3664,GONZ,52.0,L
7028,2014,3665,FDU,69.0,L
7029,2014,3665,SFNY,78.0,W
7030,2014,3666,BYU,77.0,W
7031,2014,3666,MASS,71.0,L
7032,2014,3667,LIP,60.0,W
7033,2014,3667,SCUS,58.0,L
7034,2014,3668,CHSO,55.0,L
7035,2014,3668,WIN,77.0,W
7036,2014,3670,ALCN,69.0,L
7037,2014,3670,HAMP,82.0,W
7038,2014,3671,PORT,75.0,W
7039,2014,3671,SIUE,53.0,L
7040,2014,3672,KU,52.0,L
7041,2014,3672,TEM,77.0,W
7042,2014,3673,AMCC,71.0,W
7043,2014,3673,UNO,67.0,L
7044,2014,3674,IND,81.0,W
7045,2014,3674,PITT,69.0,L
7046,2014,3675,DRKE,52.0,L
7047,2014,3675,EVAN,61.0,W
7048,2014,3676,UAB,65.0,W
7049,2014,3676,UTSA,57.0,L
7050,2014,3677,CP,78.0,W
7051,2014,3677,SF,71.0,L
7052,2014,3678,ECU,49.0,L
7053,2014,3678,GB,66.0,W
7054,2014,3679,L-MD,71.0,L
7055,2014,3679,SIE,81.0,W
7056,2014,3680,CAL,55.0,L
7057,2014,3680,TEX,71.0,W
7058,2014,3681,L-MD,47.0,L
7059,2014,3681,NAVY,57.0,W
7060,2014,3682,BING,76.0,W
7061,2014,3682,MASSL,69.0,L
7062,2014,3683,SIU,84.0,W
7063,2014,3683,TNST,67.0,L
7064,2014,3684,MINN,92.0,W
7065,2014,3684,UND,56.0,L
7066,2014,3685,ECU,79.0,L
7067,2014,3685,UNCA,83.0,W
7068,2014,3686,MICH,68.0,W
7069,2014,3686,SYR,65.0,L
7070,2014,3687,M-OH,67.0,L
7071,2014,3687,NIU,69.0,W
7072,2014,3688,ORST,64.0,W
7073,2014,3688,WASH,50.0,L
7074,2014,3689,SMU,70.0,W
7075,2014,3689,UCF,61.0,L
7076,2014,3690,AKR,76.0,W
7077,2014,3690,NIU,52.0,L
7078,2014,3691,EKY,81.0,L
7079,2014,3691,TNTC,83.0,W
7080,2014,3692,CSN,58.0,L
7081,2014,3692,SDSU,79.0,W
7082,2014,3693,PENN,57.0,L
7083,2014,3693,RID,73.0,W
7084,2014,3695,EVAN,52.0,W
7085,2014,3695,UNI,49.0,L
7086,2014,3696,MORG,53.0,L
7087,2014,3696,UMES,78.0,W
7088,2014,3697,VT,70.0,L
7089,2014,3697,WAKE,73.0,W
7090,2014,3698,BRAD,59.0,L
7091,2014,3698,SIU,70.0,W
7092,2014,3699,STAN,71.0,W
7093,2014,3699,WSU,56.0,L
7094,2014,3700,CSN,56.0,L
7095,2014,3700,PEPP,66.0,W
7096,2014,3701,IPFW,62.0,L
7097,2014,3701,NDSU,66.0,W
7098,2014,3702,CAMP,70.0,W
7099,2014,3702,DSU,55.0,L
7100,2014,3703,PRIN,56.0,L
7101,2014,3703,UTEP,62.0,W
7102,2014,3704,DSU,67.0,W
7103,2014,3704,NCAT,52.0,L
7104,2014,3705,SEMO,61.0,L
7105,2014,3705,SIUE,75.0,W
7106,2014,3706,TROY,71.0,W
7107,2014,3706,UTA,66.0,L
7108,2014,3707,NKU,31.0,L
7109,2014,3707,WIS,62.0,W
7110,2014,3708,UNCG,73.0,L
7111,2014,3708,WCU,78.0,W
7112,2014,3709,CLEM,55.0,L
7113,2014,3709,FSU,59.0,W
7114,2014,3710,SAM,64.0,W
7115,2014,3710,UMKC,55.0,L
7116,2014,3711,LOU,80.0,W
7117,2014,3711,PITT,68.0,L
7118,2014,3712,PEPP,59.0,W
7119,2014,3712,USD,47.0,L
7120,2014,3714,TLSA,64.0,W
7121,2014,3714,ULL,53.0,L
7122,2014,3715,PRE,65.0,L
7123,2014,3715,VT,87.0,W
7124,2014,3716,FDU,60.0,L
7125,2014,3716,SFPA,64.0,W
7126,2014,3717,MASSL,53.0,L
7127,2014,3717,UVM,96.0,W
7128,2014,3719,LAM,55.0,L
7129,2014,3719,TXST,65.0,W
7130,2014,3720,SAM,80.0,W
7131,2014,3720,VMI,69.0,L
7132,2014,3721,MICH,62.0,W
7133,2014,3721,MINN,57.0,L
7134,2014,3722,CARK,61.0,L
7135,2014,3722,NICH,71.0,W
7136,2014,3723,DAV,77.0,W
7137,2014,3723,DAY,60.0,L
7138,2014,3724,CAMP,47.0,L
7139,2014,3724,COFC,58.0,W
7140,2014,3725,GTWN,65.0,W
7141,2014,3725,MARQ,59.0,L
7142,2014,3726,MINN,76.0,W
7143,2014,3726,WKU,54.0,L
7144,2014,3727,COPP,80.0,W
7145,2014,3727,MORG,67.0,L
7146,2014,3728,LT,62.0,L
7147,2014,3728,UAB,72.0,W
7148,2014,3729,CHSO,81.0,L
7149,2014,3729,WEBB,91.0,W
7150,2014,3730,JAC,70.0,L
7151,2014,3730,SAM,76.0,W
7152,2014,3731,CONN,81.0,W
7153,2014,3731,SMU,73.0,L
7154,2014,3732,FGCU,79.0,W
7155,2014,3732,OHIO,62.0,L
7156,2014,3733,HART,69.0,L
7157,2014,3733,UVM,81.0,W
7158,2014,3734,MONM,71.0,W
7159,2014,3734,PENN,56.0,L
7160,2014,3735,UNH,49.0,L
7161,2014,3735,UVM,64.0,W
7162,2014,3736,CIN,55.0,L
7163,2014,3736,NEB,56.0,W
7164,2014,3737,COLG,61.0,W
7165,2014,3737,LEH,55.0,L
7166,2014,3738,MIZZ,54.0,L
7167,2014,3738,SCAR,63.0,W
7168,2014,3739,DET,68.0,L
7169,2014,3739,WICH,77.0,W
7170,2014,3740,DAY,55.0,W
7171,2014,3740,TXAM,53.0,L
7172,2014,3741,SHSU,57.0,L
7173,2014,3741,UNLV,59.0,W
7174,2014,3742,BUCK,74.0,L
7175,2014,3742,LAF,84.0,W
7176,2014,3743,PAC,61.0,L
7177,2014,3743,PEPP,71.0,W
7178,2014,3744,LMU,69.0,L
7179,2014,3744,NAU,71.0,W
7180,2014,3745,LSU,75.0,W
7181,2014,3745,SAV,59.0,L
7182,2014,3746,BYU,91.0,W
7183,2014,3746,UALR,62.0,L
7184,2014,3747,LAS,73.0,W
7185,2014,3747,SFNY,60.0,L
7186,2014,3748,IPFW,74.0,W
7187,2014,3748,SIUE,71.0,L
7188,2014,3749,GC,83.0,W
7189,2014,3749,UVU,57.0,L
7190,2014,3751,DUKE,94.0,W
7191,2014,3751,WAKE,51.0,L
7192,2014,3752,SIU,59.0,L
7193,2014,3752,SLU,62.0,W
7194,2014,3753,BC,72.0,L
7195,2014,3753,LOU,81.0,W
7196,2014,3754,DUQ,59.0,L
7197,2014,3754,GW,74.0,W
7198,2014,3755,DUQ,62.0,L
7199,2014,3755,PITT,76.0,W
7200,2014,3756,ULL,55.0,L
7201,2014,3756,ULM,57.0,W
7202,2014,3757,MINN,53.0,L
7203,2014,3757,WIS,63.0,W
7204,2014,3758,EMU,59.0,L
7205,2014,3758,KENT,65.0,W
7206,2014,3759,CHAT,69.0,L
7207,2014,3759,KENN,77.0,W
7208,2014,3760,CIT,69.0,L
7209,2014,3760,VMI,84.0,W
7210,2014,3761,DRKE,73.0,W
7211,2014,3761,IUPU,60.0,L
7212,2014,3762,GAST,54.0,L
7213,2014,3762,ODU,58.0,W
7214,2014,3763,MONM,69.0,W
7215,2014,3763,NIAG,58.0,L
7216,2014,3764,USC,66.0,L
7217,2014,3764,WSU,70.0,W
7218,2014,3765,CAL,64.0,W
7219,2014,3765,FRES,57.0,L
7220,2014,3766,MER,89.0,W
7221,2014,3766,VMI,61.0,L
7222,2014,3767,CHAR,70.0,L
7223,2014,3767,GW,78.0,W
7224,2014,3768,HP,64.0,L
7225,2014,3768,RAD,67.0,W
7226,2014,3769,MEM,99.0,W
7227,2014,3769,UCF,79.0,L
7228,2014,3770,ALBY,47.0,L
7229,2014,3770,NIAG,65.0,W
7230,2014,3772,COLG,43.0,L
7231,2014,3772,SYR,78.0,W
7232,2014,3773,BRAD,54.0,L
7233,2014,3773,UALR,64.0,W
7234,2014,3774,DREX,57.0,L
7235,2014,3774,HOF,81.0,W
7236,2014,3775,LAM,59.0,L
7237,2014,3775,TXSO,71.0,W
7238,2014,3776,GMU,55.0,L
7239,2014,3776,SBON,75.0,W
7240,2014,3777,SIUE,59.0,L
7241,2014,3777,UTM,64.0,W
7242,2014,3778,APP,58.0,L
7243,2014,3778,GASO,77.0,W
7244,2014,3779,BUT,83.0,W
7245,2014,3779,DEP,73.0,L
7246,2014,3780,FDU,51.0,L
7247,2014,3780,MSM,71.0,W
7248,2014,3781,BRY,48.0,W
7249,2014,3781,DEN,46.0,L
7250,2014,3782,ELON,51.0,L
7251,2014,3782,TOWS,53.0,W
7252,2014,3783,COPP,81.0,L
7253,2014,3783,NORF,99.0,W
7254,2014,3784,FUR,68.0,L
7255,2014,3784,MER,74.0,W
7256,2014,3785,PEPP,67.0,W
7257,2014,3785,SMC,62.0,L
7258,2014,3786,EIU,72.0,W
7259,2014,3786,EKY,65.0,L
7260,2014,3787,COFC,57.0,L
7261,2014,3787,WVU,86.0,W
7262,2014,3788,BRWN,62.0,L
7263,2014,3788,YALE,80.0,W
7264,2014,3789,GTWN,80.0,W
7265,2014,3789,RMU,66.0,L
7266,2014,3790,BYU,84.0,W
7267,2014,3790,PAC,59.0,L
7268,2014,3791,DRKE,54.0,L
7269,2014,3791,INST,75.0,W
7270,2014,3792,CCAR,81.0,W
7271,2014,3792,WIN,70.0,L
7272,2014,3793,MISS,80.0,W
7273,2014,3793,NAU,74.0,L
7274,2014,3794,DAV,72.0,W
7275,2014,3794,UNCW,49.0,L
7276,2014,3795,CSB,55.0,W
7277,2014,3795,UVU,40.0,L
7278,2014,3796,SMU,63.0,W
7279,2014,3796,USF,52.0,L
7280,2014,3797,GW,58.0,L
7281,2014,3797,URI,71.0,W
7282,2014,3798,COFC,56.0,W
7283,2014,3798,DREX,48.0,L
7284,2014,3799,AAMU,39.0,L
7285,2014,3799,MURR,76.0,W
7286,2014,3800,CSU,63.0,L
7287,2014,3800,SDSU,72.0,W
7288,2014,3801,DART,57.0,L
7289,2014,3801,SBON,77.0,W
7290,2014,3802,USD,66.0,L
7291,2014,3802,WMU,68.0,W
7292,2014,3803,JKST,56.0,L
7293,2014,3803,PV,62.0,W
7294,2014,3804,HBU,67.0,L
7295,2014,3804,SELA,87.0,W
7296,2014,3805,DREX,49.0,L
7297,2014,3805,JOES,52.0,W
7298,2014,3806,DEP,64.0,W
7299,2014,3806,HALL,60.0,L
7300,2014,3807,MURR,73.0,W
7301,2014,3807,UTM,67.0,L
7302,2014,3809,GC,55.0,L
7303,2014,3809,NMSU,72.0,W
7304,2014,3810,MASSL,71.0,W
7305,2014,3810,NJIT,67.0,L
7306,2014,3811,AAMU,58.0,L
7307,2014,3811,SOU,65.0,W
7308,2014,3812,CHAT,81.0,W
7309,2014,3812,UNCG,72.0,L
7310,2014,3813,KSU,65.0,L
7311,2014,3813,TCU,67.0,W
7312,2014,3814,FOR,68.0,W
7313,2014,3814,MONM,58.0,L
7314,2014,3815,ARIZ,57.0,W
7315,2014,3815,ORST,34.0,L
7316,2014,3816,ILST,48.0,W
7317,2014,3816,L-IL,45.0,L
7318,2014,3818,EWU,75.0,W
7319,2014,3818,UVU,50.0,L
7320,2014,3819,GTWN,65.0,L
7321,2014,3819,WIS,68.0,W
7322,2014,3820,BC,66.0,L
7323,2014,3820,WVU,70.0,W
7324,2014,3821,MTST,104.0,W
7325,2014,3821,UTA,81.0,L
7326,2014,3822,DREX,58.0,L
7327,2014,3822,HOF,86.0,W
7328,2014,3823,CIN,70.0,W
7329,2014,3823,CONN,58.0,L
7330,2014,3824,CCSU,55.0,L
7331,2014,3824,LIU,67.0,W
7332,2014,3826,BRAD,56.0,W
7333,2014,3826,EVAN,53.0,L
7334,2014,3827,AMCC,66.0,L
7335,2014,3827,HBU,77.0,W
7336,2014,3828,STET,67.0,L
7337,2014,3828,UNF,81.0,W
7338,2014,3829,BUT,65.0,L
7339,2014,3829,VILL,68.0,W
7340,2014,3831,EWU,81.0,W
7341,2014,3831,SF,76.0,L
7342,2014,3832,FSU,74.0,L
7343,2014,3832,UNC,78.0,W
7344,2014,3833,CLEV,63.0,L
7345,2014,3833,VCU,72.0,W
7346,2014,3834,NDSU,71.0,W
7347,2014,3834,UND,42.0,L
7348,2014,3835,CSF,49.0,L
7349,2014,3835,USC,53.0,W
7350,2014,3836,LIU,72.0,W
7351,2014,3836,RMU,65.0,L
7352,2014,3837,OHIO,74.0,L
7353,2014,3837,WMU,82.0,W
7354,2014,3838,DEP,63.0,L
7355,2014,3838,GTWN,68.0,W
7356,2014,3839,MINN,96.0,W
7357,2014,3839,MSU,90.0,L
7358,2014,3840,QUIN,60.0,L
7359,2014,3840,SPC,66.0,W
7360,2014,3841,DET,83.0,W
7361,2014,3841,MILW,67.0,L
7362,2014,3842,PUR,55.0,L
7363,2014,3842,WIS,62.0,W
7364,2014,3843,VALP,77.0,W
7365,2014,3843,YSU,62.0,L
7366,2014,3844,MTST,80.0,W
7367,2014,3844,UND,78.0,L
7368,2014,3846,PAC,58.0,L
7369,2014,3846,SMC,73.0,W
7370,2014,3847,HALL,58.0,L
7371,2014,3847,XAV,69.0,W
7372,2014,3848,HOF,68.0,W
7373,2014,3848,UNCW,56.0,L
7374,2014,3849,AUB,55.0,L
7375,2014,3849,TXAM,80.0,W
7376,2014,3850,ORE,99.0,L
7377,2014,3850,WSU,108.0,W
7378,2014,3851,ORST,62.0,W
7379,2014,3851,WSU,47.0,L
7380,2014,3852,CHAR,60.0,L
7381,2014,3852,MTU,63.0,W
7382,2014,3853,RID,80.0,W
7383,2014,3853,SIE,68.0,L
7384,2014,3854,LAM,58.0,W
7385,2014,3854,MCNS,53.0,L
7386,2014,3855,FGCU,71.0,W
7387,2014,3855,SDST,58.0,L
7388,2014,3856,KENT,78.0,W
7389,2014,3856,UIC,60.0,L
7390,2014,3857,FSU,73.0,L
7391,2014,3857,NE,76.0,W
7392,2014,3858,GTWN,53.0,L
7393,2014,3858,VILL,69.0,W
7394,2014,3859,LBSU,70.0,L
7395,2014,3859,WASH,80.0,W
7396,2014,3860,HOU,44.0,L
7397,2014,3860,MEM,62.0,W
7398,2014,3861,ETSU,60.0,L
7399,2014,3861,VCU,84.0,W
7400,2014,3862,HAW,74.0,L
7401,2014,3862,UCSB,75.0,W
7402,2014,3863,ALCN,55.0,L
7403,2014,3863,TXSO,72.0,W
7404,2014,3864,BALL,73.0,L
7405,2014,3864,OHIO,82.0,W
7406,2014,3865,L-IL,71.0,W
7407,2014,3865,UTSA,57.0,L
7408,2014,3867,MD,72.0,W
7409,2014,3867,OAK,56.0,L
7410,2014,3868,UMES,46.0,L
7411,2014,3868,VT,71.0,W
7412,2014,3869,DREX,70.0,L
7413,2014,3869,USC,72.0,W
7414,2014,3870,SJU,53.0,W
7415,2014,3870,SMC,47.0,L
7416,2014,3871,ARIZ,99.0,W
7417,2014,3871,CAL,60.0,L
7418,2014,3872,BALL,88.0,W
7419,2014,3872,GRAM,46.0,L
7420,2014,3873,LSU,74.0,W
7421,2014,3873,WVU,73.0,L
7422,2014,3874,OKLA,82.0,W
7423,2014,3874,OKST,65.0,L
7424,2014,3875,OKLA,78.0,W
7425,2014,3875,SELA,53.0,L
7426,2014,3876,TEX,77.0,W
7427,2014,3876,WVU,50.0,L
7428,2014,3877,MVSU,55.0,L
7429,2014,3877,SOU,79.0,W
7430,2014,3878,CIN,54.0,L
7431,2014,3878,MISS,66.0,W
7432,2014,3879,SFNY,66.0,W
7433,2014,3879,SFPA,54.0,L
7434,2014,3881,NKU,84.0,W
7435,2014,3881,SCUS,65.0,L
7436,2014,3882,LMU,63.0,L
7437,2014,3882,SMC,72.0,W
7438,2014,3883,CLEM,62.0,W
7439,2014,3883,HP,59.0,L
7440,2014,3884,ARIZ,73.0,W
7441,2014,3884,ASU,49.0,L
7442,2014,3885,DEL,67.0,W
7443,2014,3885,TOWS,64.0,L
7444,2014,3886,CIN,77.0,W
7445,2014,3886,MEM,65.0,L
7446,2014,3887,INST,51.0,L
7447,2014,3887,UNI,61.0,W
7448,2014,3888,LOU,69.0,W
7449,2014,3888,PITT,56.0,L
7450,2014,3889,MER,76.0,W
7451,2014,3889,UNCG,55.0,L
7452,2014,3890,CSN,88.0,L
7453,2014,3890,UALR,94.0,W
7454,2014,3891,COOK,52.0,W
7455,2014,3891,JAC,47.0,L
7456,2014,3892,CCSU,46.0,L
7457,2014,3892,MSM,63.0,W
7458,2014,3893,BU,75.0,W
7459,2014,3893,LEH,56.0,L
7460,2014,3894,CAMP,55.0,L
7461,2014,3894,RAD,72.0,W
7462,2014,3895,UNC,68.0,W
7463,2014,3895,VT,53.0,L
7464,2014,3897,COFC,50.0,L
7465,2014,3897,TXAM,59.0,W
7466,2014,3898,SFA,50.0,L
7467,2014,3898,UTAH,57.0,W
7468,2014,3899,ND,56.0,L
7469,2014,3899,UVA,62.0,W
7470,2014,3900,CAN,69.0,W
7471,2014,3900,SIE,63.0,L
7472,2014,3901,BRY,61.0,W
7473,2014,3901,SFNY,51.0,L
7474,2014,3902,UCSB,65.0,L
7475,2014,3902,USD,79.0,W
7476,2014,3903,UCLA,72.0,W
7477,2014,3903,WSU,67.0,L
7478,2014,3904,JOES,62.0,W
7479,2014,3904,MASS,56.0,L
7480,2014,3905,SCUS,91.0,W
7481,2014,3905,STET,67.0,L
7482,2014,3907,TEX,63.0,W
7483,2014,3907,UTA,53.0,L
7484,2014,3908,LSU,87.0,W
7485,2014,3908,UGA,84.0,L
7486,2014,3909,HBU,78.0,L
7487,2014,3909,NWST,99.0,W
7488,2014,3910,GONZ,81.0,W
7489,2014,3910,SF,70.0,L
7490,2014,3911,DAV,90.0,W
7491,2014,3911,STET,59.0,L
7492,2014,3912,BALL,52.0,L
7493,2014,3912,JMU,72.0,W
7494,2014,3913,LIU,73.0,W
7495,2014,3913,UNH,72.0,L
7496,2014,3914,MSM,67.0,W
7497,2014,3914,NORF,64.0,L
7498,2014,3915,MISS,69.0,W
7499,2014,3915,SOU,38.0,L
7500,2014,3916,ARMY,75.0,L
7501,2014,3916,BUCK,81.0,W
7502,2014,3917,HAMP,75.0,W
7503,2014,3917,NORF,64.0,L
7504,2014,3919,IND,70.0,L
7505,2014,3919,OSU,82.0,W
7506,2014,3920,CHAR,69.0,L
7507,2014,3920,MTU,72.0,W
7508,2014,3921,CSN,73.0,L
7509,2014,3921,HAW,84.0,W
7510,2014,3922,COPP,67.0,L
7511,2014,3922,ND,104.0,W
7512,2014,3924,BUCK,69.0,L
7513,2014,3924,MSM,73.0,W
7514,2014,3925,ELON,69.0,W
7515,2014,3925,MRST,64.0,L
7516,2014,3926,OAK,79.0,L
7517,2014,3926,WCU,88.0,W
7518,2014,3927,BUCK,74.0,L
7519,2014,3927,LAF,80.0,W
7520,2014,3928,MVSU,65.0,L
7521,2014,3928,PV,72.0,W
7522,2014,3930,ND,88.0,W
7523,2014,3930,WAKE,75.0,L
7524,2014,3931,DART,51.0,L
7525,2014,3931,PENN,58.0,W
7526,2014,3932,DSU,77.0,W
7527,2014,3932,PENN,75.0,L
7528,2014,3933,SBON,80.0,L
7529,2014,3933,UMES,82.0,W
7530,2014,3934,STET,65.0,L
7531,2014,3934,UNF,80.0,W
7532,2014,3935,MTU,66.0,W
7533,2014,3935,SOU,48.0,L
7534,2014,3936,FUR,64.0,L
7535,2014,3936,WOF,67.0,W
7536,2014,3937,DET,69.0,W
7537,2014,3937,UMES,55.0,L
7538,2014,3938,CONN,68.0,L
7539,2014,3938,HOU,70.0,W
7540,2014,3939,HOU,69.0,L
7541,2014,3939,SMU,75.0,W
7542,2014,3940,FAIR,60.0,L
7543,2014,3940,SHSU,74.0,W
7544,2014,3941,ODU,68.0,L
7545,2014,3941,UAB,81.0,W
7546,2014,3942,KENN,65.0,L
7547,2014,3942,SCUS,68.0,W
7548,2014,3943,SIUE,76.0,W
7549,2014,3943,UTM,68.0,L
7550,2014,3944,HBU,64.0,L
7551,2014,3944,IW,77.0,W
