,season,team_alias,game_id,team_game_score,assists/score,differencestrash,w/l_ratio,star_power,differences,win_count,game_count
611,2014,TENN,4892.65625,63.28125,0.17406865071703725,-2.5,0.5,2.083125,0.6,16,32.0
612,2014,TEX,5092.911764705882,67.3529411764706,0.19276136932696872,2.588235294117647,0.5882352941176471,1.9111764705882355,-10.75,20,34.0
613,2014,TLSA,4769.727272727273,64.3030303030303,0.16988675601792133,2.6666666666666665,0.696969696969697,1.9978787878787876,-5.888888888888889,23,33.0
614,2014,TNST,5375.6551724137935,55.89655172413793,0.16369450535390923,-10.758620689655173,0.10344827586206896,2.0500000000000003,20.6,3,29.0
615,2014,TNTC,5309.928571428572,69.57142857142857,0.1832699322928936,-2.607142857142857,0.35714285714285715,1.8760714285714286,-1.0,10,28.0
616,2014,TOL,4588.636363636364,75.24242424242425,0.1730457629023175,6.242424242424242,0.6060606060606061,1.7448484848484846,0.6666666666666666,20,33.0
617,2014,TOWS,4973.096774193548,62.483870967741936,0.1346201766665907,-2.3225806451612905,0.3548387096774194,1.9890322580645161,5.0,11,31.0
618,2014,TROY,4965.62962962963,65.96296296296296,0.1374780601140096,-3.6296296296296298,0.2962962962962963,2.1825925925925924,7.0,8,27.0
619,2014,TTU,4820.1875,60.90625,0.17915833556669775,-2.65625,0.40625,1.9006249999999998,5.0,13,32.0
620,2014,TULN,5023.966666666666,62.8,0.17737647524987601,-0.36666666666666664,0.4666666666666667,2.142000000000001,6.5,14,30.0
621,2014,TXAM,4532.818181818182,67.75757575757575,0.21533837125956345,3.5454545454545454,0.6363636363636364,1.8987878787878787,-8.166666666666666,21,33.0
623,2014,TXST,4890.107142857143,59.82142857142857,0.17731304489176183,-4.464285714285714,0.39285714285714285,1.7839285714285713,3.6923076923076925,11,28.0
624,2014,UAB,4860.285714285715,68.05714285714286,0.2070601892771855,1.4,0.5428571428571428,1.8242857142857138,4.714285714285714,19,35.0
625,2014,UALR,4646.533333333334,68.96666666666667,0.1753618601059085,-0.6,0.4,1.841666666666667,5.6,12,30.0
626,2014,UCD,5357.766666666666,70.93333333333334,0.18194708434666304,3.4,0.7666666666666667,2.6203333333333334,-7.6,23,30.0
627,2014,UCF,4756.137931034483,65.6896551724138,0.18664555761250284,-7.862068965517241,0.3793103448275862,1.889310344827586,9.666666666666666,11,29.0
628,2014,UCI,4533.8125,66.4375,0.20463198516037787,0.125,0.59375,1.9046874999999999,-5.142857142857143,19,32.0
629,2014,UCLA,4368.472222222223,71.94444444444444,0.1885962440935907,4.75,0.6111111111111112,1.985555555555556,-1.4545454545454546,22,36.0
630,2014,UCRV,4917.3448275862065,63.724137931034484,0.1960340773496095,-2.1379310344827585,0.41379310344827586,2.1844827586206894,17.333333333333332,12,29.0
631,2014,UCSB,5099.387096774193,67.6774193548387,0.21999953927242338,1.8064516129032258,0.5483870967741935,2.1396774193548387,-7.0,17,31.0
632,2014,UGA,4964.606060606061,68.18181818181819,0.1834599824868866,2.393939393939394,0.6363636363636364,1.7987878787878788,2.0,21,33.0
633,2014,UIC,4502.40625,63.59375,0.18624464814325895,-8.1875,0.25,2.3753125,3.1,8,32.0
634,2014,UK,4781.410256410257,74.35897435897436,0.18849522808229227,19.487179487179485,0.9743589743589743,1.6894871794871795,-20.4,38,39.0
635,2014,ULL,4643.30303030303,74.96969696969697,0.187991990689787,4.696969696969697,0.5757575757575758,1.8636363636363633,4.833333333333333,19,33.0
636,2014,ULM,4742.676470588235,62.088235294117645,0.20087057134145095,0.7352941176470589,0.5882352941176471,1.7858823529411765,-5.571428571428571,20,34.0
637,2014,UMBC,4645.833333333333,56.06666666666667,0.2007600287405837,-11.466666666666667,0.13333333333333333,2.012666666666666,19.5,4,30.0
638,2014,UMES,4573.818181818182,67.54545454545455,0.19963533406791706,2.242424242424242,0.5454545454545454,2.0512121212121213,24.75,18,33.0
639,2014,UMKC,4766.741935483871,64.19354838709677,0.17055491725628621,-4.741935483870968,0.3870967741935484,2.2900000000000005,-9.166666666666666,12,31.0
640,2014,UNC,4930.894736842105,77.71052631578948,0.22237883569172523,8.657894736842104,0.6842105263157895,1.6900000000000004,-8.857142857142858,26,38.0
641,2014,UNCA,4902.178571428572,70.92857142857143,0.1822401262122518,1.8214285714285714,0.42857142857142855,2.5264285714285712,3.8333333333333335,12,28.0
642,2014,UNCG,5296.333333333333,68.0,0.17584743480440054,-1.3333333333333333,0.26666666666666666,1.8733333333333337,4.888888888888889,8,30.0
643,2014,UNCO,4876.607142857143,73.78571428571429,0.16369295443715176,-0.2857142857142857,0.4642857142857143,1.882857142857143,-4.25,13,28.0
644,2014,UNCW,4673.774193548387,68.83870967741936,0.15681595377327967,0.6451612903225806,0.5483870967741935,1.8787096774193546,-3.3333333333333335,17,31.0
645,2014,UND,4596.035714285715,67.07142857142857,0.17450231006393463,-7.25,0.21428571428571427,1.8024999999999998,18.5,6,28.0
646,2014,UNF,4746.5,74.03125,0.18270311905551645,5.46875,0.625,1.9774999999999994,17.0,20,32.0
647,2014,UNH,5084.133333333333,65.6,0.1731099214590612,3.1666666666666665,0.5666666666666667,1.8343333333333336,8.0,17,30.0
648,2014,UNI,4506.057142857143,65.17142857142858,0.18129363569796336,10.0,0.8857142857142857,1.906,-6.4,31,35.0
649,2014,UNLV,4738.90625,66.78125,0.19817810600002114,1.46875,0.53125,2.190625,2.2857142857142856,17,32.0
650,2014,UNM,5023.645161290323,61.96774193548387,0.20690981888125778,0.03225806451612903,0.4838709677419355,2.044838709677419,-1.6666666666666667,15,31.0
651,2014,UNO,5315.923076923077,68.61538461538461,0.13419797439701275,-4.615384615384615,0.3076923076923077,1.7511538461538458,25.0,8,26.0
652,2014,UNT,5075.3448275862065,64.24137931034483,0.15114791348496512,-2.689655172413793,0.41379310344827586,1.932413793103448,9.666666666666666,12,29.0
653,2014,URI,5209.71875,66.8125,0.193239086400043,6.34375,0.6875,2.0721875,-13.5,22,32.0
654,2014,USA,5174.419354838709,68.41935483870968,0.15355623955872144,-4.354838709677419,0.3225806451612903,1.9019354838709677,5.0,10,31.0
655,2014,USC,4668.25,66.96875,0.1841217561950282,-4.46875,0.375,1.8481250000000002,4.666666666666667,12,32.0
656,2014,USD,4624.2,64.5,0.19336796141466023,1.8,0.4666666666666667,2.134,2.0,14,30.0
658,2014,USM,4664.740740740741,58.888888888888886,0.20120375614332245,-10.11111111111111,0.25925925925925924,2.2796296296296297,11.6,7,27.0
659,2014,USU,4997.633333333333,66.3,0.21639736658474085,-0.16666666666666666,0.5666666666666667,1.8950000000000005,-0.2,17,30.0
660,2014,UTA,4484.2,71.03333333333333,0.17702776126997752,-1.5333333333333334,0.5,1.6640000000000001,-7.0,15,30.0
661,2014,UTAH,4889.676470588235,70.91176470588235,0.1925525046279555,13.117647058823529,0.7352941176470589,1.7864705882352938,-13.333333333333334,25,34.0
662,2014,UTEP,5159.636363636364,69.15151515151516,0.1988303943814311,5.121212121212121,0.6666666666666666,1.8206060606060601,-5.666666666666667,22,33.0
664,2014,UTRGV,5238.178571428572,59.642857142857146,0.2106628259334457,-10.071428571428571,0.25,2.3471428571428565,16.25,7,28.0
665,2014,UTSA,4616.392857142857,69.60714285714286,0.1715654518702722,0.75,0.42857142857142855,2.1660714285714286,14.5,12,28.0
666,2014,UVA,4802.176470588235,65.41176470588235,0.1932580222400014,13.352941176470589,0.8823529411764706,1.7761764705882352,-13.8,30,34.0
667,2014,UVM,4651.818181818182,66.45454545454545,0.19395472941594818,5.333333333333333,0.5757575757575758,1.771212121212121,-6.5,19,33.0
668,2014,UVU,5306.428571428572,57.07142857142857,0.21839398148894265,-7.535714285714286,0.32142857142857145,2.041428571428572,12.0,9,28.0
669,2014,VALP,4555.677419354839,68.19354838709677,0.18141523323907421,7.354838709677419,0.8064516129032258,2.027096774193548,-11.75,25,31.0
670,2014,VAN,4977.029411764706,70.26470588235294,0.21931388412492311,6.5,0.5882352941176471,1.8105882352941178,-12.5,20,34.0
671,2014,VCU,5010.777777777777,72.47222222222223,0.17193557431458673,6.805555555555555,0.7222222222222222,2.0444444444444443,24.0,26,36.0
672,2014,VILL,4855.777777777777,76.5,0.205369302077817,15.833333333333334,0.9166666666666666,1.7716666666666667,-14.0,33,36.0
673,2014,VMI,4799.285714285715,77.07142857142857,0.16494020134748788,-2.9642857142857144,0.32142857142857145,2.0485714285714285,10.833333333333334,9,28.0
674,2014,VT,4961.030303030303,65.33333333333333,0.18335116262224824,-4.363636363636363,0.3333333333333333,1.9160606060606056,11.0,11,33.0
677,2014,WASH,4601.096774193548,68.64516129032258,0.1929123814877018,1.2903225806451613,0.5161290322580645,1.906129032258064,0.0,16,31.0
678,2014,WCU,4959.5,69.76666666666667,0.16620471584664287,-2.7333333333333334,0.43333333333333335,2.0803333333333334,16.0,13,30.0
680,2014,WEBB,4831.967741935484,73.16129032258064,0.20739058427453744,-2.2903225806451615,0.5161290322580645,1.872258064516129,1.0,16,31.0
684,2014,WIU,5117.7307692307695,60.84615384615385,0.18770967506167302,-10.73076923076923,0.23076923076923078,2.2219230769230767,34.0,6,26.0
686,2014,WM,4847.451612903225,71.87096774193549,0.1993008189667353,3.774193548387097,0.5806451612903226,2.136129032258065,-4.0,18,31.0
688,2014,WOF,4725.30303030303,65.48484848484848,0.19727564992832175,6.0606060606060606,0.7878787878787878,1.9421212121212121,33.0,26,33.0
689,2014,WRST,4599.206896551724,63.172413793103445,0.2092618849495335,-5.310344827586207,0.3103448275862069,1.8355172413793104,-2.0,9,29.0
696,2015,AAMU,10130.857142857143,67.17857142857143,0.18935050230323916,-7.107142857142857,0.35714285714285715,2.389642857142857,2.607142857142857,10,28.0
697,2015,AC,11381.25925925926,69.85185185185185,0.1836298962579967,-0.8888888888888888,0.3333333333333333,1.9651851851851854,6.407407407407407,9,27.0
698,2015,AFA,10715.966666666667,67.43333333333334,0.19285309014819735,-6.566666666666666,0.4,1.8739999999999999,6.166666666666667,12,30.0
699,2015,AKR,10753.441176470587,75.94117647058823,0.18855093966845352,4.0,0.7352941176470589,1.705,-6.794117647058823,25,34.0
700,2015,ALA,10912.575757575758,66.45454545454545,0.15751634757536684,-8.515151515151516,0.5454545454545454,2.3751515151515146,1.4848484848484849,18,33.0
701,2015,ALBY,11417.09375,75.09375,0.16411665168350914,5.15625,0.71875,1.7915624999999997,-8.625,23,32.0
702,2015,ALCN,11068.25,66.46428571428571,0.13552995757402433,-8.571428571428571,0.4642857142857143,1.856428571428571,7.076923076923077,13,28.0
703,2015,ALST,10925.689655172413,70.06896551724138,0.16960298255901168,-3.9310344827586206,0.41379310344827586,1.8355172413793102,4.72,12,29.0
704,2015,AMCC,10928.709677419354,72.7741935483871,0.1693740348831828,0.22580645161290322,0.7419354838709677,2.131612903225806,-2.0344827586206895,23,31.0
705,2015,AMER,10962.967741935483,57.41935483870968,0.19760674736858888,-13.612903225806452,0.3870967741935484,2.0206451612903225,8.258064516129032,12,31.0
706,2015,APP,10886.387096774193,70.54838709677419,0.16159620853233753,-4.548387096774194,0.2903225806451613,2.4061290322580646,6.709677419354839,9,31.0
707,2015,ARIZ,11006.470588235294,80.44117647058823,0.1757684038386199,11.382352941176471,0.7352941176470589,1.8352941176470585,-11.558823529411764,25,34.0
708,2015,ARK,10872.90625,78.15625,0.20444946356474164,4.90625,0.5,1.875625,-3.933333333333333,16,32.0
709,2015,ARMY,10575.1875,76.4375,0.1967272867297459,4.125,0.5625,1.9837499999999997,0.3448275862068966,18,32.0
710,2015,ARPB,10333.787878787878,56.57575757575758,0.17341043865509367,-15.090909090909092,0.24242424242424243,2.1006060606060606,15.52,8,33.0
711,2015,ARST,10679.25,72.60714285714286,0.16624038293845697,-5.785714285714286,0.32142857142857145,2.0846428571428572,3.8461538461538463,9,28.0
712,2015,ASU,10507.0,73.28125,0.17131227284942996,2.875,0.46875,1.7,-0.9333333333333333,15,32.0
713,2015,AUB,10778.483870967742,70.70967741935483,0.15871299367010333,-1.8387096774193548,0.3548387096774194,1.9561290322580644,8.25,11,31.0
714,2015,BALL,11080.470588235294,70.26470588235294,0.20365657091195133,-1.2352941176470589,0.5882352941176471,1.6867647058823532,-3.53125,20,34.0
715,2015,BAY,10418.545454545454,76.27272727272727,0.21981926687124112,3.787878787878788,0.6363636363636364,1.9836363636363634,-5.9375,21,33.0
716,2015,BC,11297.71875,61.21875,0.20936205651420317,-11.46875,0.21875,2.2215625,9.28125,7,32.0
717,2015,BEL,11018.967741935483,82.51612903225806,0.20753809945551627,10.64516129032258,0.6129032258064516,1.93,-3.7,19,31.0
718,2015,BGSU,10866.21875,69.28125,0.15970360412190399,-0.84375,0.4375,1.8740624999999997,2.0357142857142856,14,32.0
719,2015,BING,11220.666666666666,60.9,0.18005615261894545,-13.8,0.26666666666666666,2.0749999999999997,6.777777777777778,8,30.0
720,2015,BRAD,10856.709677419354,55.87096774193548,0.16504568544054965,-16.967741935483872,0.12903225806451613,1.9777419354838703,14.620689655172415,4,31.0
721,2015,BRWN,10962.222222222223,73.0,0.20005386224484092,0.6666666666666666,0.25925925925925924,1.7522222222222223,5.222222222222222,7,27.0
722,2015,BRY,10275.2,64.53333333333333,0.20834173106898887,-10.933333333333334,0.23333333333333334,2.0059999999999993,11.642857142857142,7,30.0
723,2015,BSU,10473.333333333334,76.0,0.17140887265639881,2.6,0.6,1.9583333333333335,-5.076923076923077,18,30.0
724,2015,BU,10608.424242424242,72.63636363636364,0.1790132434740619,0.24242424242424243,0.5454545454545454,1.802121212121212,2.1153846153846154,18,33.0
725,2015,BUCK,10644.866666666667,78.03333333333333,0.19328926137916844,6.566666666666666,0.5333333333333333,1.840333333333333,-2.0833333333333335,16,30.0
726,2015,BUFF,10792.588235294117,76.47058823529412,0.16115401324307974,2.9411764705882355,0.5588235294117647,1.8164705882352943,0.7407407407407407,19,34.0
727,2015,BUT,10494.454545454546,79.93939393939394,0.17514634170387705,5.2727272727272725,0.6666666666666666,1.9084848484848485,-8.909090909090908,22,33.0
728,2015,BYU,10383.861111111111,83.22222222222223,0.19235669605288888,11.0,0.6944444444444444,1.8788888888888886,-9.885714285714286,25,36.0
729,2015,CAL,10363.735294117647,74.8529411764706,0.16848475905564542,4.852941176470588,0.6764705882352942,1.8379411764705882,-8.333333333333334,23,34.0
730,2015,CAMP,11093.555555555555,71.22222222222223,0.14781630914295288,0.2222222222222222,0.3333333333333333,1.9844444444444447,4.407407407407407,9,27.0
731,2015,CAN,11293.030303030304,76.54545454545455,0.18605464281019968,3.696969696969697,0.42424242424242425,1.9221212121212123,2.4193548387096775,14,33.0
732,2015,CARK,10852.42857142857,75.35714285714286,0.17221416716994153,-2.7142857142857144,0.25,2.1332142857142857,8.44,7,28.0
733,2015,CCAR,11054.931034482759,70.20689655172414,0.1601757540489171,-0.27586206896551724,0.6206896551724138,1.949310344827586,-2.6,18,29.0
734,2015,CCSU,11053.068965517241,65.0,0.17837632431599318,-6.275862068965517,0.13793103448275862,1.7679310344827588,13.708333333333334,4,29.0
735,2015,CHAR,10631.181818181818,78.3030303030303,0.18486827910280468,7.878787878787879,0.42424242424242425,1.802424242424242,1.4838709677419355,14,33.0
736,2015,CHAT,10179.545454545454,74.66666666666667,0.18472557487184052,2.787878787878788,0.7878787878787878,1.666969696969697,-6.125,26,33.0
737,2015,CHS,10296.48275862069,62.6551724137931,0.16825336951283326,-5.586206896551724,0.034482758620689655,2.0089655172413794,16.333333333333332,1,29.0
738,2015,CHSO,10833.925925925925,68.74074074074075,0.1710534988398926,-8.37037037037037,0.2222222222222222,1.9811111111111115,7.571428571428571,6,27.0
739,2015,CIN,10730.212121212122,73.27272727272727,0.2093107246154105,1.7272727272727273,0.6666666666666666,1.7981818181818183,-8.266666666666667,22,33.0
740,2015,CIT,11049.103448275862,83.13793103448276,0.1747384633414339,3.7586206896551726,0.2413793103448276,1.7637931034482761,7.173913043478261,7,29.0
741,2015,CLEM,10653.225806451614,69.64516129032258,0.18948489110074115,3.5161290322580645,0.5483870967741935,2.096129032258064,-4.785714285714286,17,31.0
742,2015,CLEV,11050.233333333334,60.266666666666666,0.16385992944973218,-12.366666666666667,0.23333333333333334,2.1056666666666666,9.37037037037037,7,30.0
743,2015,CLMB,11358.030303030304,74.75757575757575,0.19167519978055086,3.9393939393939394,0.696969696969697,1.896666666666667,-6.344827586206897,23,33.0
744,2015,CMU,10822.333333333334,74.63333333333334,0.1791709767632296,3.2333333333333334,0.4666666666666667,1.831333333333333,-1.2857142857142858,14,30.0
745,2015,COFC,10992.833333333334,64.5,0.17738302689522006,-8.066666666666666,0.5333333333333333,2.096333333333333,-1.7037037037037037,16,30.0
746,2015,COLG,10831.103448275862,69.06896551724138,0.18872982069468283,-1.2758620689655173,0.41379310344827586,1.8406896551724141,3.888888888888889,12,29.0
747,2015,COLO,10878.848484848484,75.18181818181819,0.1767484974557906,0.21212121212121213,0.6363636363636364,1.8512121212121209,-4.6,21,33.0
748,2015,CONN,10979.777777777777,73.08333333333333,0.18574892015829186,-0.6666666666666666,0.6944444444444444,1.7727777777777778,-9.387096774193548,25,36.0
749,2015,COOK,10573.333333333334,69.06666666666666,0.1594163498213663,-5.166666666666667,0.4,1.9569999999999999,4.222222222222222,12,30.0
750,2015,COPP,10448.655172413793,71.3103448275862,0.15928349457737823,4.310344827586207,0.2413793103448276,1.743448275862069,9.615384615384615,7,29.0
751,2015,COR,11158.703703703704,70.96296296296296,0.15145522422684474,-3.2962962962962963,0.3333333333333333,2.563333333333333,10.68421052631579,9,27.0
752,2015,CP,10623.25,71.96428571428571,0.19196306979937264,-1.6071428571428572,0.2857142857142857,1.7803571428571432,4.333333333333333,8,28.0
753,2015,CREI,10761.514285714286,79.62857142857143,0.19071566403700432,6.0285714285714285,0.5714285714285714,2.0345714285714283,-7.724137931034483,20,35.0
754,2015,CSB,10270.566666666668,71.63333333333334,0.2074553531923368,3.3333333333333335,0.7,1.746,-7.384615384615385,21,30.0
755,2015,CSF,10601.185185185184,69.29629629629629,0.13946457066133022,-5.555555555555555,0.2962962962962963,2.1185185185185182,6.36,8,27.0
756,2015,CSN,10627.392857142857,71.14285714285714,0.19564598929127333,0.32142857142857145,0.2857142857142857,1.8853571428571432,8.0,8,28.0
757,2015,CSU,10749.1875,78.9375,0.16472365864547742,2.46875,0.5,1.7337500000000001,-0.12,16,32.0
758,2015,DART,11007.333333333334,69.07407407407408,0.18039714416963037,-4.2592592592592595,0.3333333333333333,2.138148148148148,2.888888888888889,9,27.0
759,2015,DAV,11318.1875,78.90625,0.1883434409986655,5.34375,0.59375,2.52375,-0.3103448275862069,19,32.0
760,2015,DAY,10485.39393939394,72.51515151515152,0.2004823801864082,-0.5151515151515151,0.7878787878787878,2.013333333333333,-6.103448275862069,26,33.0
761,2015,DEL,10653.333333333334,66.2,0.1623665221022244,-5.666666666666667,0.26666666666666666,2.262,10.91304347826087,8,30.0
762,2015,DEN,10567.967741935483,65.19354838709677,0.2171686736590885,-4.096774193548387,0.5161290322580645,1.8883870967741936,0.03333333333333333,16,31.0
763,2015,DEP,11508.709677419354,67.48387096774194,0.1737860751380814,-8.64516129032258,0.2903225806451613,2.0087096774193545,7.884615384615385,9,31.0
764,2015,DET,11123.448275862069,82.13793103448276,0.15401059406136963,8.724137931034482,0.4827586206896552,1.858620689655173,3.1153846153846154,14,29.0
765,2015,DREX,10613.433333333332,63.1,0.19334400758169043,-8.133333333333333,0.2,1.9826666666666668,7.884615384615385,6,30.0
766,2015,DRKE,10899.166666666666,66.53333333333333,0.18027211514216648,-6.3,0.2,2.1226666666666665,7.64,6,30.0
767,2015,DSU,11193.833333333334,60.03333333333333,0.18564437085185645,-10.733333333333333,0.16666666666666666,2.0140000000000002,14.615384615384615,5,30.0
768,2015,DUKE,10854.972222222223,81.11111111111111,0.1651875268798342,6.611111111111111,0.6944444444444444,2.038333333333333,-7.4375,25,36.0
769,2015,DUQ,10901.60606060606,79.03030303030303,0.19398062769237387,3.8484848484848486,0.48484848484848486,1.9575757575757573,-1.1724137931034482,16,33.0
770,2015,ECU,10382.09375,68.3125,0.22144064298123373,-6.03125,0.375,1.8,2.8846153846153846,12,32.0
771,2015,EIU,11219.785714285714,70.14285714285714,0.1872213745276962,0.5357142857142857,0.35714285714285715,2.0732142857142857,3.6153846153846154,10,28.0
772,2015,EKY,10828.166666666666,79.86666666666666,0.19147018584915704,5.866666666666666,0.4666666666666667,1.895,0.6,14,30.0
773,2015,ELON,10527.833333333334,74.26666666666667,0.20279425520158265,1.9,0.43333333333333335,1.7386666666666666,4.0,13,30.0
774,2015,EMU,11171.275862068966,75.89655172413794,0.1430373394364643,2.3448275862068964,0.4827586206896552,1.894137931034483,3.0,14,29.0
775,2015,ETSU,10790.764705882353,76.26470588235294,0.16204775795136722,3.5,0.6470588235294118,2.0358823529411763,-0.7777777777777778,22,34.0
776,2015,EVAN,10986.212121212122,74.0,0.23400599405808062,-1.7878787878787878,0.7272727272727273,1.9512121212121216,-6.64,24,33.0
777,2015,EWU,10646.65625,79.34375,0.15778546418147033,7.25,0.5,2.0231250000000003,-1.4666666666666666,16,32.0
778,2015,FAIR,11702.181818181818,76.42424242424242,0.1977949660954203,1.6666666666666667,0.5757575757575758,1.9506060606060602,2.0,19,33.0
779,2015,FAMU,10577.074074074075,62.592592592592595,0.1690742459105954,-9.37037037037037,0.2222222222222222,1.9811111111111113,12.142857142857142,6,27.0
780,2015,FAU,11239.966666666667,66.3,0.17777478302595864,-9.066666666666666,0.23333333333333334,1.7313333333333338,8.185185185185185,7,30.0
781,2015,FDU,10920.5625,76.46875,0.1873764798789791,3.1875,0.53125,1.8165625,4.038461538461538,17,32.0
782,2015,FGCU,11022.967741935483,75.96774193548387,0.17241735919112408,4.451612903225806,0.5483870967741935,1.9738709677419357,-2.3448275862068964,17,31.0
783,2015,FIU,10851.033333333333,71.3,0.16571437059168484,3.2333333333333334,0.36666666666666664,2.006333333333333,2.5217391304347827,11,30.0
784,2015,FLA,10711.666666666666,74.36111111111111,0.17692267509441378,1.3611111111111112,0.5833333333333334,1.7769444444444442,-4.548387096774194,21,36.0
785,2015,FOR,11105.066666666668,71.0,0.21814844025360994,-2.5,0.5333333333333333,1.8739999999999997,2.4285714285714284,16,30.0
786,2015,FRES,10242.272727272728,74.45454545454545,0.17307011765623564,3.8181818181818183,0.696969696969697,2.098181818181818,-3.9565217391304346,23,33.0
787,2015,FSU,11484.676470588236,78.0,0.1712309165633079,6.205882352941177,0.5882352941176471,1.8920588235294118,-3.0416666666666665,20,34.0
788,2015,FUR,11085.90909090909,69.33333333333333,0.16539877261473568,-2.6363636363636362,0.5151515151515151,2.100909090909091,-3.4761904761904763,17,33.0
789,2015,GASO,10810.931034482759,73.55172413793103,0.14095998755586495,-0.7931034482758621,0.41379310344827586,2.0341379310344827,2.727272727272727,12,29.0
790,2015,GAST,10490.17857142857,65.03571428571429,0.17844218143758292,-8.142857142857142,0.5,1.9371428571428573,1.0909090909090908,14,28.0
791,2015,GB,10823.029411764706,82.67647058823529,0.1665106888058605,11.235294117647058,0.6176470588235294,1.8332352941176475,1.08,21,34.0
792,2015,GC,10675.03125,74.9375,0.19302027267369887,4.75,0.78125,1.92375,-5.6521739130434785,25,32.0
793,2015,GMU,11502.71875,66.875,0.1526152498349631,-3.71875,0.34375,1.784375,3.8076923076923075,11,32.0
794,2015,GONZ,10746.314285714287,78.68571428571428,0.17871419770359223,9.2,0.7714285714285715,2.1642857142857146,-14.666666666666666,27,35.0
795,2015,GRAM,11338.92857142857,59.32142857142857,0.14240024621683708,-10.25,0.14285714285714285,2.2582142857142857,15.0,4,28.0
796,2015,GT,11034.5,73.19444444444444,0.18208714385256566,-0.3611111111111111,0.5833333333333334,1.9802777777777776,-0.041666666666666664,21,36.0
797,2015,GTWN,10861.575757575758,73.63636363636364,0.20172922205808194,1.4848484848484849,0.45454545454545453,1.9196969696969695,-0.19047619047619047,15,33.0
798,2015,GW,11109.21052631579,75.65789473684211,0.1865345980741174,2.473684210526316,0.7368421052631579,1.7399999999999998,-8.423076923076923,28,38.0
799,2015,HALL,11201.588235294117,74.17647058823529,0.17955270693880182,1.6470588235294117,0.7352941176470589,1.9191176470588236,-9.142857142857142,25,34.0
800,2015,HAMP,10962.129032258064,74.0,0.16080579664856495,4.548387096774194,0.6451612903225806,2.0161290322580636,1.2272727272727273,20,31.0
801,2015,HART,11183.5,70.84375,0.16991846219503462,-2.5,0.28125,2.4656249999999997,9.28,9,32.0
802,2015,HARV,10826.892857142857,66.75,0.22621680761139515,-4.428571428571429,0.42857142857142855,1.8689285714285713,2.8666666666666667,12,28.0
803,2015,HAW,11001.03125,76.59375,0.19908220733797852,8.46875,0.8125,2.0093750000000004,-7.809523809523809,26,32.0
804,2015,HBU,10627.166666666666,72.63333333333334,0.1768800256815696,-0.8333333333333334,0.43333333333333335,1.9129999999999998,5.291666666666667,13,30.0
805,2015,HC,10950.371428571429,64.77142857142857,0.20993802415703766,-7.171428571428572,0.42857142857142855,2.0965714285714285,6.842105263157895,15,35.0
806,2015,HOF,11038.969696969696,78.33333333333333,0.18655046736450165,6.7272727272727275,0.696969696969697,1.793939393939394,-2.8421052631578947,23,33.0
807,2015,HOU,10705.1875,77.375,0.16561773299317545,5.21875,0.6875,1.8546875,-9.826086956521738,22,32.0
808,2015,HOW,10218.2,70.23333333333333,0.11553774076852741,-3.2666666666666666,0.3333333333333333,2.9936666666666665,7.0588235294117645,10,30.0
809,2015,HP,10742.034482758621,74.93103448275862,0.19214882061245966,4.862068965517241,0.6206896551724138,2.002413793103448,-2.782608695652174,18,29.0
810,2015,IDHO,11066.78125,67.5,0.1690265498727152,-2.8125,0.59375,2.0915624999999998,-1.7407407407407407,19,32.0
811,2015,IDST,10926.0,72.72413793103448,0.163118990563958,-0.6206896551724138,0.4827586206896552,2.4227586206896556,3.04,14,29.0
812,2015,ILL,10937.970588235294,72.11764705882354,0.18844225972220224,-2.676470588235294,0.4411764705882353,2.205294117647059,2.78125,15,34.0
813,2015,ILST,10725.0,66.96774193548387,0.18525935062081028,-1.6774193548387097,0.5483870967741935,1.8277419354838704,1.0416666666666667,17,31.0
814,2015,IND,11408.2,82.6,0.1932674326793782,13.542857142857143,0.7714285714285715,1.802,-9.857142857142858,27,35.0
815,2015,INST,11183.806451612903,67.58064516129032,0.15787392408477735,-4.612903225806452,0.45161290322580644,2.1735483870967744,3.8823529411764706,14,31.0
816,2015,IONA,10640.272727272728,79.63636363636364,0.20990749847572304,7.333333333333333,0.6666666666666666,2.1578787878787877,-4.32,22,33.0
817,2015,IOWA,10674.0,77.60606060606061,0.2023676180488351,3.4242424242424243,0.6666666666666666,2.0866666666666664,-9.4,22,33.0
818,2015,IPFW,10539.40625,77.8125,0.18533610070296735,4.34375,0.6875,1.9606250000000003,-3.107142857142857,22,32.0
819,2015,ISU,10323.228571428572,81.77142857142857,0.2012556889448384,8.285714285714286,0.6571428571428571,1.8414285714285714,-4.391304347826087,23,35.0
820,2015,IUPU,10733.483870967742,67.58064516129032,0.15966139168311855,-2.774193548387097,0.3870967741935484,1.9525806451612908,5.818181818181818,12,31.0
822,2015,JAC,10819.714285714286,74.82142857142857,0.16016874569146453,-1.9285714285714286,0.42857142857142855,2.1660714285714286,2.5,12,28.0
823,2015,JKST,10802.529411764706,67.23529411764706,0.1816295908842261,-1.2058823529411764,0.5294117647058824,2.070294117647059,-1.6666666666666667,18,34.0
824,2015,JMU,10624.258064516129,73.3225806451613,0.16556466049815116,5.806451612903226,0.5806451612903226,1.9761290322580647,-1.7222222222222223,18,31.0
825,2015,JOES,10767.833333333334,77.22222222222223,0.19099472852909194,2.611111111111111,0.7777777777777778,1.9483333333333333,-6.904761904761905,28,36.0
